Project,Era,SampleYear,Region,RegionAbbr,AR_Complex,AR_Complex_abbr,Site,SampleDate,DiveReplicate,DepthZone,Transect,BenthicReefSpecies,SpeciesGroupF,Abundance,area.m2
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,1,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,1,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,1,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,1,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Inner,SCAI - Bird Rock 20-Aug-2021 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Inner,SCAI - Bird Rock 20-Aug-2021 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Inner,SCAI - Bird Rock 20-Aug-2021 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Inner,SCAI - Bird Rock 20-Aug-2021 Swath Inner 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Inner,SCAI - Bird Rock 20-Aug-2021 Swath Inner 2,Muricea fruticosa,gorgonians,17,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Middle,SCAI - Bird Rock 20-Aug-2021 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Middle,SCAI - Bird Rock 20-Aug-2021 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Middle,SCAI - Bird Rock 20-Aug-2021 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Middle,SCAI - Bird Rock 20-Aug-2021 Swath Middle 2,Muricea californica,gorgonians,13,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Middle,SCAI - Bird Rock 20-Aug-2021 Swath Middle 2,Muricea fruticosa,gorgonians,10,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Outer,SCAI - Bird Rock 20-Aug-2021 Swath Outer 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Outer,SCAI - Bird Rock 20-Aug-2021 Swath Outer 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Outer,SCAI - Bird Rock 20-Aug-2021 Swath Outer 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Outer,SCAI - Bird Rock 20-Aug-2021 Swath Outer 2,Muricea californica,gorgonians,3,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Outer,SCAI - Bird Rock 20-Aug-2021 Swath Outer 2,Muricea fruticosa,gorgonians,2,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Bird Rock,20-Aug-2021,2,Deep,SCAI - Bird Rock 20-Aug-2021 Swath Deep 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 1,Muricea californica,gorgonians,1,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,1,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Inner,SCAI - Blue Cavern 20-Aug-2021 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Middle,SCAI - Blue Cavern 20-Aug-2021 Swath Middle 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Blue Cavern,20-Aug-2021,2,Outer,SCAI - Blue Cavern 20-Aug-2021 Swath Outer 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 1,Muricea californica,gorgonians,1,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,1,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Inner,SCAI - Ripper's Cove 18-Aug-2021 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 2,Muricea californica,gorgonians,3,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Ripper's Cove,18-Aug-2021,2,Middle,SCAI - Ripper's Cove 18-Aug-2021 Swath Middle 2,Muricea fruticosa,gorgonians,1,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 1,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,1,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 1,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 2,Muricea californica,gorgonians,1,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Inner,SCAI - Italian Gardens 20-Aug-2021 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Middle,SCAI - Italian Gardens 20-Aug-2021 Swath Middle 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 2,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 2,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 2,Muricea californica,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Italian Gardens,20-Aug-2021,2,Outer,SCAI - Italian Gardens 20-Aug-2021 Swath Outer 2,Muricea fruticosa,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Hen Rock,10-Sep-2021,1,Inner,SCAI - Hen Rock 10-Sep-2021 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Hen Rock,10-Sep-2021,1,Inner,SCAI - Hen Rock 10-Sep-2021 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Hen Rock,10-Sep-2021,1,Inner,SCAI - Hen Rock 10-Sep-2021 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Hen Rock,10-Sep-2021,1,Inner,SCAI - Hen Rock 10-Sep-2021 Swath Inner 1,Muricea californica,gorgonians,1,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Hen Rock,10-Sep-2021,1,Inner,SCAI - Hen Rock 10-Sep-2021 Swath Inner 1,Muricea fruticosa,gorgonians,1,60
VRG 2021,Post-Construction,2021,Santa Catalina Island,SCAI,Santa Catalina Island,SCAI,SCAI - Hen Rock,10-Sep-2021,1,Middle,SCAI - Hen Rock 10-Sep-2021 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
