Project,Era,SampleYear,Site,SampleDate,DiveReplicate,DepthZone,Taxa,Category,BRS_per_cov
VRG 2021,Post-Construction,2021,SCAI - Blue Cavern,20-Aug-2021,1,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,SCAI - Blue Cavern,20-Aug-2021,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,SCAI - Blue Cavern,20-Aug-2021,1,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,SCAI - Blue Cavern,20-Aug-2021,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,SCAI - Blue Cavern,20-Aug-2021,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,SCAI - Blue Cavern,20-Aug-2021,2,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,SCAI - Ripper's Cove,18-Aug-2021,1,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,SCAI - Ripper's Cove,18-Aug-2021,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,SCAI - Ripper's Cove,18-Aug-2021,2,Inner,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,SCAI - Ripper's Cove,18-Aug-2021,2,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,SCAI - Italian Gardens,20-Aug-2021,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,SCAI - Italian Gardens,20-Aug-2021,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,SCAI - Italian Gardens,20-Aug-2021,1,Outer,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,SCAI - Italian Gardens,20-Aug-2021,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,SCAI - Italian Gardens,20-Aug-2021,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,SCAI - Italian Gardens,20-Aug-2021,2,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,SCAI - Hen Rock,10-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,SCAI - Hen Rock,10-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,SCAI - Hen Rock,10-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,SCAI - Hen Rock,10-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - Hen Rock,10-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,SCAI - Hen Rock,10-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,SCAI - Salta Verde,10-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,SCAI - Salta Verde,10-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,SCAI - Salta Verde,10-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,SCAI - Salta Verde,10-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - Salta Verde,10-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,SCAI - Salta Verde,10-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,SCAI - China Point,10-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - China Point,10-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - China Point,10-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,SCAI - China Point,10-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - China Point,10-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - China Point,10-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,SCAI - Cat Harbor,18-Aug-2021,1,Inner,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,SCAI - Cat Harbor,18-Aug-2021,1,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,SCAI - Cat Harbor,18-Aug-2021,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,SCAI - Cat Harbor,18-Aug-2021,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,SCAI - Cat Harbor,18-Aug-2021,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,SCAI - Cat Harbor,18-Aug-2021,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,SCAI - Iron Bound Cove,25-Aug-2021,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,SCAI - Iron Bound Cove,25-Aug-2021,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,SCAI - Iron Bound Cove,25-Aug-2021,1,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,SCAI - Iron Bound Cove,25-Aug-2021,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,SCAI - Iron Bound Cove,25-Aug-2021,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,SCAI - Iron Bound Cove,25-Aug-2021,2,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Nicholas Canyon West,06-Oct-2021,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Nicholas Canyon West,06-Oct-2021,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Nicholas Canyon West,06-Oct-2021,1,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,Nicholas Canyon West,06-Oct-2021,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Nicholas Canyon West,06-Oct-2021,2,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Nicholas Canyon West,06-Oct-2021,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Lechuza,06-Oct-2021,1,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Lechuza,06-Oct-2021,1,Middle,coralline algae - crustose,UPC Species,67.74
VRG 2021,Post-Construction,2021,Lechuza,06-Oct-2021,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Lechuza,06-Oct-2021,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Point Dume,30-Nov-2021,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Point Dume,30-Nov-2021,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Point Dume,30-Nov-2021,1,Outer,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Point Dume,30-Nov-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Point Dume,30-Nov-2021,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Point Dume,30-Nov-2021,2,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Little Dume West,30-Nov-2021,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Little Dume West,30-Nov-2021,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Little Dume West,30-Nov-2021,1,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Little Dume West,30-Nov-2021,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Little Dume West,30-Nov-2021,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Little Dume West,30-Nov-2021,2,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Escondido West,30-Nov-2021,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Escondido West,30-Nov-2021,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Escondido West,30-Nov-2021,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Escondido West,30-Nov-2021,2,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Flat Rock North,08-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Flat Rock North,08-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Flat Rock North,08-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Flat Rock North,08-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Flat Rock South,20-Oct-2021,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Flat Rock South,20-Oct-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Flat Rock South,22-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Flat Rock South,22-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Flat Rock South,22-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Flat Rock South,22-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,54.84
VRG 2021,Post-Construction,2021,Ridges North,16-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Ridges North,16-Jun-2021,1,Deep,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Ridges North,16-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,70.97
VRG 2021,Post-Construction,2021,Ridges North,16-Jun-2021,2,Deep,coralline algae - crustose,UPC Species,74.19
VRG 2021,Post-Construction,2021,Ridges North,18-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Ridges North,18-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Ridges North,18-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Ridges North,18-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Ridges South,06-Aug-2021,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Ridges South,06-Aug-2021,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Ridges South,06-Aug-2021,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Ridges South,06-Aug-2021,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Ridges South,16-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Ridges South,16-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,58.06
VRG 2021,Post-Construction,2021,Ridges South,18-Jun-2021,1,Deep,coralline algae - crustose,UPC Species,74.19
VRG 2021,Post-Construction,2021,Ridges South,18-Jun-2021,2,Deep,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Rocky Point North,11-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Rocky Point North,11-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Rocky Point North,11-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Rocky Point North,11-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Rocky Point North,16-Jun-2021,1,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Rocky Point North,16-Jun-2021,2,Deep,coralline algae - crustose,UPC Species,74.19
VRG 2021,Post-Construction,2021,Rocky Point North,18-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Rocky Point North,18-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Rocky Point South,03-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Rocky Point South,03-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Rocky Point South,03-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Rocky Point South,03-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2021,Post-Construction,2021,Rocky Point South,06-Aug-2021,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Rocky Point South,06-Aug-2021,1,Deep,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Rocky Point South,06-Aug-2021,2,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Rocky Point South,06-Aug-2021,2,Deep,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,61.29
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,1,Deep,coralline algae - crustose,UPC Species,67.74
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Lunada Bay,08-Sep-2021,2,Deep,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,1,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,1,Outer,coralline algae - crustose,UPC Species,64.52
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,1,Deep,coralline algae - crustose,UPC Species,70.97
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,2,Inner,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,2,Middle,coralline algae - crustose,UPC Species,48.39
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,2,Outer,coralline algae - crustose,UPC Species,64.52
VRG 2021,Post-Construction,2021,Resort Point,15-Oct-2021,2,Deep,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,54.84
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,74.19
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,87.1
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,1,Deep,coralline algae - crustose,UPC Species,80.65
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,54.84
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,58.06
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,70.97
VRG 2021,Post-Construction,2021,Honeymoon Cove,30-Jun-2021,2,Deep,coralline algae - crustose,UPC Species,80.65
VRG 2021,Post-Construction,2021,Segovia,19-Oct-2021,1,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Segovia,19-Oct-2021,1,Middle,coralline algae - crustose,UPC Species,48.39
VRG 2021,Post-Construction,2021,Segovia,19-Oct-2021,1,Outer,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Segovia,19-Oct-2021,2,Inner,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,Segovia,19-Oct-2021,2,Middle,coralline algae - crustose,UPC Species,74.19
VRG 2021,Post-Construction,2021,Segovia,19-Oct-2021,2,Outer,coralline algae - crustose,UPC Species,90.32
VRG 2021,Post-Construction,2021,Christmas Tree Cove,02-Jul-2021,1,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Christmas Tree Cove,02-Jul-2021,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Christmas Tree Cove,02-Jul-2021,1,Outer,coralline algae - crustose,UPC Species,67.74
VRG 2021,Post-Construction,2021,Christmas Tree Cove,02-Jul-2021,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Christmas Tree Cove,02-Jul-2021,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Christmas Tree Cove,02-Jul-2021,2,Outer,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Marguerite West,17-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,48.39
VRG 2021,Post-Construction,2021,Marguerite West,17-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,80.65
VRG 2021,Post-Construction,2021,Marguerite West,17-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,90.32
VRG 2021,Post-Construction,2021,Marguerite West,17-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Marguerite West,17-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,67.74
VRG 2021,Post-Construction,2021,Marguerite West,17-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,67.74
VRG 2021,Post-Construction,2021,Marguerite Central,02-Jul-2021,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Marguerite Central,02-Jul-2021,1,Middle,coralline algae - crustose,UPC Species,61.29
VRG 2021,Post-Construction,2021,Marguerite Central,02-Jul-2021,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Marguerite Central,02-Jul-2021,2,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,Marguerite East,28-Jul-2021,1,Inner,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Marguerite East,28-Jul-2021,1,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Marguerite East,28-Jul-2021,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Marguerite East,28-Jul-2021,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Golden Cove,18-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Golden Cove,18-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Underwater Arch,19-Oct-2021,1,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Underwater Arch,19-Oct-2021,1,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Underwater Arch,19-Oct-2021,1,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Underwater Arch,19-Oct-2021,2,Inner,coralline algae - crustose,UPC Species,48.39
VRG 2021,Post-Construction,2021,Underwater Arch,19-Oct-2021,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Underwater Arch,19-Oct-2021,2,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Albondigas,11-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,Albondigas,11-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Albondigas,18-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Albondigas,18-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Albondigas,18-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Albondigas,18-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Hawthorne Reef,03-Sep-2021,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Hawthorne Reef,03-Sep-2021,1,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Hawthorne Reef,03-Sep-2021,1,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,Hawthorne Reef,03-Sep-2021,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2021,Post-Construction,2021,Hawthorne Reef,03-Sep-2021,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Hawthorne Reef,03-Sep-2021,2,Outer,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Hawthorne Reef,06-Aug-2021,1,Deep,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Hawthorne Reef,06-Aug-2021,2,Deep,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,1,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,1,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,2,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,Point Vicente West,28-Jul-2021,2,Deep,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Long Point West,30-Jul-2021,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Long Point West,30-Jul-2021,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Long Point West,30-Jul-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Long Point West,30-Jul-2021,2,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,1,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,1,Outer,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,1,Deep,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,2,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,2,Outer,coralline algae - crustose,UPC Species,45.16
VRG 2021,Post-Construction,2021,Long Point East,30-Jul-2021,2,Deep,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Old Marineland,11-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2021,Post-Construction,2021,Old Marineland,11-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,120 Reef,11-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,120 Reef,11-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,120 Reef,11-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2021,Post-Construction,2021,120 Reef,11-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2021,Post-Construction,2021,Abalone Cove Kelp West,09-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2021,Post-Construction,2021,Abalone Cove Kelp West,09-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2021,Post-Construction,2021,Abalone Cove Kelp West,09-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Abalone Cove Kelp West,09-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Abalone Cove Kelp West,09-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,74.19
VRG 2021,Post-Construction,2021,Abalone Cove Kelp West,09-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Portuguese Point,09-Jun-2021,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Portuguese Point,09-Jun-2021,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Portuguese Point,09-Jun-2021,1,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2021,Post-Construction,2021,Portuguese Point,09-Jun-2021,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2021,Post-Construction,2021,Portuguese Point,09-Jun-2021,2,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2021,Post-Construction,2021,Portuguese Point,09-Jun-2021,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2021,Post-Construction,2021,Portuguese Bend,09-Nov-2021,1,Inner,coralline algae - crustose,UPC Species,38.71
VRG 2021,Post-Construction,2021,Portuguese Bend,09-Nov-2021,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Portuguese Bend,09-Nov-2021,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2021,Post-Construction,2021,Portuguese Bend,09-Nov-2021,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Portuguese Bend,10-Nov-2021,1,Deep,coralline algae - crustose,UPC Species,6.45
VRG 2021,Post-Construction,2021,Portuguese Bend,10-Nov-2021,2,Deep,coralline algae - crustose,UPC Species,9.68
